date,home_team,away_team,home_score,away_score,
20/07/1969,Uruguai,Equador,1,0,
06/07/1969,Equador,Uruguai,0,2,
13/06/1969,Tunísia,Marrocos,2,2,
12/06/1969,Brasil,Inglaterra,2,1,
08/06/1969,Uruguai,Inglaterra,1,2,
03/06/1969,México,Inglaterra,0,4,
01/06/1969,México,Inglaterra,0,0,
18/05/1969,Marrocos,Tunísia,0,0,
07/05/1969,Inglaterra,País de Gales,2,1,
07/05/1969,Holanda,Polônia,1,0,
06/05/1969,Dinamarca,México,3,1,
27/04/1969,Tunísia,Marrocos,0,0,
23/04/1969,Espanha,México,0,0,
16/04/1969,Bélgica,México,2,0,
16/04/1969,Portugal,Suíça,0,2,
06/04/1969,Portugal,México,0,0,
26/03/1969,Alemanha,País de Gales,1,1,
26/03/1969,Espanha,Suíça,1,0,
12/03/1969,Inglaterra,França,5,0,
23/02/1969,Bélgica,Espanha,2,1,
13/02/1969,Marrocos,Senegal,2,0,
24/01/1969,Senegal,Camarões,3,2,
22/01/1969,México,Dinamarca,3,0,
05/01/1969,Senegal,Marrocos,2,1,
22/12/1968,México,Alemanha,0,0,
17/12/1968,Argentina,Polônia,1,0,
14/12/1968,Brasil,Alemanha,2,2,
11/12/1968,Espanha,Bélgica,1,1,
01/12/1968,Camarões,Tunísia,4,2,
01/12/1968,Gana,Senegal,2,0,
03/11/1968,Estados Unidos,Canadá,1,0,
03/11/1968,Brasil,México,2,1,
03/11/1968,Marrocos,Senegal,1,0,
31/10/1968,Brasil,México,1,2,
26/10/1968,Uruguai,México,0,2,
17/10/1968,França,Espanha,1,3,
13/10/1968,Canadá,Estados Unidos,4,2,
25/09/1968,França,Alemanha,1,1,
11/08/1968,Brasil,Argentina,3,2,
07/08/1968,Brasil,Argentina,4,1,
10/07/1968,México,Brasil,2,1,
07/07/1968,México,Brasil,0,2,
30/06/1968,Portugal,Brasil,0,2,
20/06/1968,Polônia,Brasil,3,6,
20/06/1968,Uruguai,Argentina,2,1,
16/06/1968,Alemanha,Brasil,2,1,
12/06/1968,Brasil,Uruguai,4,0,
09/06/1968,Brasil,Uruguai,2,0,
05/06/1968,Argentina,Uruguai,2,0,
01/06/1968,Alemanha,Inglaterra,1,0,
28/05/1968,México,Uruguai,2,2,
21/05/1968,México,Uruguai,3,3,
08/05/1968,Espanha,Inglaterra,1,2,
08/05/1968,País de Gales,Alemanha,1,1,
01/05/1968,Polônia,Holanda,0,0,
17/04/1968,Suíça,Alemanha,0,0,
07/04/1968,Holanda,Bélgica,1,2,
04/04/1968,Austrália,Japão,1,3,
03/04/1968,Inglaterra,Espanha,1,0,
31/03/1968,Austrália,Japão,3,1,
30/03/1968,Austrália,Japão,2,2,
26/03/1968,México,Japão,4,0,
06/03/1968,Bélgica,Alemanha,1,3,
12/01/1968,Gana,Senegal,2,2,
10/12/1967,Arábia Saudita,Tunísia,4,0,
14/11/1967,Austrália,Coreia do Sul,3,2,
28/10/1967,França,Bélgica,1,1,
21/10/1967,País de Gales,Inglaterra,0,3,
08/10/1967,Bélgica,Polônia,2,4,
04/10/1967,Dinamarca,Holanda,3,2,
27/09/1967,Alemanha,França,5,1,
17/09/1967,Polônia,França,1,4,
22/08/1967,México,Argentina,2,1,
01/08/1967,Japão,Coreia do Sul,2,1,
01/07/1967,Uruguai,Brasil,1,1,
28/06/1967,Uruguai,Brasil,2,2,
25/06/1967,Uruguai,Brasil,0,0,
24/05/1967,Inglaterra,Espanha,2,0,
21/05/1967,Polônia,Bélgica,3,1,
16/04/1967,Bélgica,Holanda,1,0,
22/02/1967,Alemanha,Marrocos,5,1,
05/02/1967,Tunísia,Camarões,4,0,
02/02/1967,Uruguai,Argentina,1,0,
08/01/1967,México,Suíça,0,2,
05/01/1967,México,Suíça,3,0,
30/11/1966,Holanda,Dinamarca,2,0,
16/11/1966,Inglaterra,País de Gales,5,1,
11/11/1966,Bélgica,França,2,1,
22/10/1966,Bélgica,Suíça,1,0,
22/10/1966,França,Polônia,2,1,
14/08/1966,Coreia do Sul,Japão,2,0,
30/07/1966,Inglaterra,Alemanha,4,2,
26/07/1966,Inglaterra,Portugal,2,1,
23/07/1966,Inglaterra,Argentina,1,0,
23/07/1966,Alemanha,Uruguai,4,0,
20/07/1966,Inglaterra,França,2,0,
20/07/1966,Alemanha,Espanha,2,1,
19/07/1966,Argentina,Suíça,2,0,
19/07/1966,Brasil,Portugal,1,3,
19/07/1966,México,Uruguai,0,0,
16/07/1966,Argentina,Alemanha,0,0,
16/07/1966,Inglaterra,México,2,0,
15/07/1966,França,Uruguai,1,2,
15/07/1966,Espanha,Suíça,2,1,
13/07/1966,Argentina,Espanha,2,1,
13/07/1966,França,México,1,1,
12/07/1966,Alemanha,Suíça,5,0,
11/07/1966,Inglaterra,Uruguai,0,0,
05/07/1966,Polônia,Inglaterra,0,1,
03/07/1966,Dinamarca,Inglaterra,0,2,
26/06/1966,Portugal,Uruguai,3,0,
23/06/1966,Espanha,Uruguai,1,1,
21/06/1966,Dinamarca,Portugal,1,3,
19/06/1966,Suíça,México,1,1,
11/06/1966,Argentina,Polônia,1,1,
08/06/1966,Brasil,Polônia,2,1,
05/06/1966,Brasil,Polônia,4,1,
18/05/1966,Brasil,País de Gales,1,0,
14/05/1966,Brasil,País de Gales,3,1,
20/04/1966,França,Bélgica,0,3,
17/04/1966,Holanda,Bélgica,3,1,
23/03/1966,Holanda,Alemanha,2,4,
23/02/1966,Inglaterra,Alemanha,1,0,
05/01/1966,Inglaterra,Polônia,1,1,
08/12/1965,Espanha,Inglaterra,0,2,
01/12/1965,País de Gales,Dinamarca,4,2,
21/11/1965,Tunísia,Gana,2,3,
14/11/1965,Suíça,Holanda,2,1,
14/11/1965,Tunísia,Senegal,0,0,
17/10/1965,Holanda,Suíça,0,0,
02/10/1965,País de Gales,Inglaterra,0,0,
07/09/1965,Brasil,Uruguai,3,0,
24/06/1965,Portugal,Brasil,0,0,
09/06/1965,Brasil,Argentina,0,0,
06/06/1965,Brasil,Alemanha,2,0,
03/06/1965,França,Argentina,0,0,
02/06/1965,Brasil,Bélgica,5,0,
26/05/1965,Suíça,Alemanha,0,1,
16/05/1965,México,Costa Rica,1,0,
12/05/1965,Alemanha,Inglaterra,0,1,
02/05/1965,Marrocos,Tunísia,0,1,
25/04/1965,Costa Rica,México,0,0,
07/04/1965,Bélgica,Polônia,0,0,
06/04/1965,Costa Rica,México,1,1,
12/03/1965,México,Estados Unidos,2,0,
07/03/1965,Estados Unidos,México,2,2,
28/02/1965,Tunísia,Marrocos,0,0,
09/12/1964,Holanda,Inglaterra,1,1,
02/12/1964,Bélgica,França,3,0,
18/11/1964,Inglaterra,País de Gales,2,1,
15/11/1964,Portugal,Espanha,2,1,
21/10/1964,Dinamarca,País de Gales,1,0,
21/10/1964,Inglaterra,Bélgica,2,2,
30/09/1964,Bélgica,Holanda,1,0,
07/06/1964,Brasil,Portugal,4,1,
06/06/1964,Argentina,Inglaterra,1,0,
04/06/1964,Inglaterra,Portugal,1,1,
03/06/1964,Brasil,Argentina,0,3,
31/05/1964,Argentina,Portugal,2,0,
30/05/1964,Brasil,Inglaterra,5,1,
27/05/1964,Estados Unidos,Inglaterra,0,10,
17/05/1964,Portugal,Inglaterra,3,4,
06/05/1964,Inglaterra,Uruguai,2,1,
03/05/1964,Bélgica,Portugal,1,2,
29/04/1964,Suíça,Portugal,2,3,
15/04/1964,Suíça,Bélgica,2,0,
22/03/1964,Bélgica,Holanda,0,0,
29/12/1963,Marrocos,Alemanha,1,4,
25/12/1963,França,Bélgica,1,2,
01/12/1963,Espanha,Bélgica,1,2,
24/11/1963,Gana,Tunísia,1,1,
11/11/1963,França,Suíça,2,2,
20/10/1963,Holanda,Bélgica,1,1,
12/10/1963,País de Gales,Inglaterra,0,4,
13/08/1963,Coreia do Sul,Japão,1,1,
02/07/1963,Marrocos,Tunísia,4,2,
16/06/1963,Tunísia,Marrocos,4,1,
05/06/1963,Suíça,Inglaterra,1,8,
08/05/1963,Inglaterra,Brasil,1,1,
05/05/1963,Alemanha,Brasil,1,2,
02/05/1963,Holanda,Brasil,1,0,
28/04/1963,França,Brasil,2,3,
24/04/1963,Bélgica,Brasil,5,1,
21/04/1963,Portugal,Brasil,1,0,
17/04/1963,Holanda,França,1,0,
16/04/1963,Brasil,Argentina,5,2,
13/04/1963,Brasil,Argentina,2,3,
31/03/1963,Suíça,Holanda,1,1,
30/03/1963,Costa Rica,México,0,0,
27/03/1963,Brasil,Equador,2,2,
24/03/1963,Argentina,Brasil,3,0,
20/03/1963,Argentina,Equador,4,2,
03/03/1963,Holanda,Bélgica,0,1,
27/02/1963,França,Inglaterra,5,2,
13/01/1963,Marrocos,Suíça,1,0,
09/01/1963,Espanha,França,0,0,
23/12/1962,Alemanha,Suíça,5,1,
02/12/1962,Bélgica,Espanha,1,1,
21/11/1962,Inglaterra,País de Gales,4,0,
11/11/1962,Holanda,Suíça,3,1,
24/10/1962,Alemanha,França,2,2,
14/10/1962,Bélgica,Holanda,2,0,
11/10/1962,Polônia,Marrocos,1,1,
03/10/1962,Inglaterra,França,1,1,
26/09/1962,Dinamarca,Holanda,4,1,
15/08/1962,Argentina,Uruguai,3,1,
10/06/1962,Brasil,Inglaterra,3,1,
06/06/1962,Brasil,Espanha,2,1,
03/06/1962,Alemanha,Suíça,2,1,
03/06/1962,México,Espanha,0,1,
02/06/1962,Argentina,Inglaterra,1,3,
30/05/1962,Brasil,México,2,0,
23/05/1962,Polônia,Bélgica,2,0,
22/05/1962,México,País de Gales,2,1,
17/05/1962,Portugal,Bélgica,1,2,
16/05/1962,Brasil,País de Gales,3,1,
12/05/1962,Brasil,País de Gales,3,1,
09/05/1962,Brasil,Portugal,1,0,
09/05/1962,Inglaterra,Suíça,3,1,
06/05/1962,Brasil,Portugal,2,1,
15/04/1962,Marrocos,Polônia,1,3,
11/04/1962,França,Polônia,1,3,
11/04/1962,Alemanha,Uruguai,3,0,
01/04/1962,Bélgica,Holanda,3,1,
28/03/1962,Argentina,México,1,0,
13/03/1962,Uruguai,Argentina,1,1,
10/12/1961,França,Espanha,1,1,
23/11/1961,Espanha,Marrocos,3,2,
12/11/1961,Marrocos,Espanha,0,1,
12/11/1961,Holanda,Bélgica,0,4,
05/11/1961,Polônia,Dinamarca,5,0,
25/10/1961,Inglaterra,Portugal,2,0,
18/10/1961,Bélgica,França,3,0,
14/10/1961,País de Gales,Inglaterra,1,1,
08/10/1961,Polônia,Alemanha,0,2,
20/09/1961,Alemanha,Dinamarca,5,1,
11/06/1961,Japão,Coreia do Sul,0,2,
11/06/1961,Espanha,Argentina,2,0,
04/06/1961,Portugal,Argentina,0,2,
28/05/1961,Marrocos,Gana,1,0,
21/05/1961,Portugal,Inglaterra,1,1,
20/05/1961,Suíça,Bélgica,2,1,
18/05/1961,Espanha,País de Gales,1,1,
10/05/1961,Inglaterra,México,8,0,
19/04/1961,Holanda,México,1,2,
19/04/1961,País de Gales,Espanha,1,2,
12/04/1961,México,Costa Rica,4,1,
02/04/1961,Gana,Marrocos,0,0,
02/04/1961,Espanha,França,2,0,
22/03/1961,Costa Rica,México,1,0,
22/03/1961,Holanda,Bélgica,6,2,
15/03/1961,França,Bélgica,1,1,
08/03/1961,Alemanha,Bélgica,1,0,
22/02/1961,Marrocos,Tunísia,1,1,
17/12/1960,Argentina,Equador,5,0,
04/12/1960,Equador,Argentina,3,6,
23/11/1960,Inglaterra,País de Gales,5,1,
20/11/1960,Bélgica,Suíça,2,4,
13/11/1960,México,Estados Unidos,3,0,
13/11/1960,Tunísia,Marrocos,2,1,
06/11/1960,Coreia do Sul,Japão,2,1,
06/11/1960,Estados Unidos,México,3,3,
30/10/1960,Marrocos,Tunísia,2,1,
26/10/1960,Inglaterra,Espanha,4,2,
12/10/1960,Suíça,França,6,2,
02/10/1960,Bélgica,Holanda,1,4,
28/09/1960,Polônia,França,2,2,
17/08/1960,Argentina,Uruguai,4,0,
24/07/1960,Argentina,Espanha,2,0,
12/07/1960,Brasil,Argentina,5,1,
09/07/1960,Uruguai,Brasil,1,0,
26/06/1960,México,Holanda,3,1,
29/05/1960,Argentina,Brasil,1,4,
26/05/1960,Argentina,Brasil,4,2,
18/05/1960,Suíça,Holanda,3,1,
15/05/1960,Espanha,Inglaterra,3,0,
10/05/1960,Dinamarca,Brasil,3,4,
27/04/1960,Alemanha,Portugal,2,1,
24/04/1960,Bélgica,Holanda,2,1,
27/03/1960,Bélgica,Suíça,3,1,
20/03/1960,Argentina,Brasil,0,1,
17/03/1960,Argentina,México,2,0,
17/03/1960,Costa Rica,Brasil,0,4,
15/03/1960,Brasil,México,2,1,
15/03/1960,Costa Rica,Argentina,0,2,
13/03/1960,Argentina,Brasil,2,1,
10/03/1960,Argentina,México,3,2,
10/03/1960,Costa Rica,Brasil,3,0,
08/03/1960,Costa Rica,Argentina,0,0,
06/03/1960,Brasil,México,2,2,
28/02/1960,Bélgica,França,1,0,
27/12/1959,Equador,Brasil,1,2,
22/12/1959,Argentina,Brasil,4,1,
19/12/1959,Equador,Brasil,1,3,
17/12/1959,França,Espanha,4,3,
16/12/1959,Argentina,Uruguai,0,5,
12/12/1959,Brasil,Uruguai,0,3,
12/12/1959,Equador,Argentina,1,1,
06/12/1959,Equador,Uruguai,0,4,
11/11/1959,França,Portugal,5,3,
21/10/1959,Alemanha,Holanda,7,0,
17/10/1959,País de Gales,Inglaterra,1,1,
14/10/1959,Espanha,Polônia,3,0,
04/10/1959,Holanda,Bélgica,9,1,
04/10/1959,Suíça,Alemanha,0,4,
06/09/1959,Japão,Coreia do Sul,1,3,
05/09/1959,Japão,Coreia do Sul,0,0,
28/06/1959,Polônia,Espanha,2,4,
28/05/1959,Estados Unidos,Inglaterra,1,8,
24/05/1959,México,Inglaterra,2,1,
20/05/1959,Alemanha,Polônia,1,1,
16/05/1959,Suíça,Portugal,4,3,
13/05/1959,Brasil,Inglaterra,2,0,
19/04/1959,Holanda,Bélgica,2,2,
04/04/1959,Argentina,Brasil,1,1,
30/03/1959,Argentina,Uruguai,4,1,
26/03/1959,Brasil,Uruguai,3,1,
08/03/1959,Costa Rica,México,1,2,
01/03/1959,França,Bélgica,2,2,
01/03/1959,México,Costa Rica,3,1,
26/11/1958,Inglaterra,País de Gales,2,2,
02/11/1958,Holanda,Suíça,2,0,
26/10/1958,França,Alemanha,2,2,
15/10/1958,Holanda,Dinamarca,5,1,
28/09/1958,Bélgica,Holanda,2,3,
24/09/1958,Dinamarca,Alemanha,1,1,
28/06/1958,França,Alemanha,6,3,
24/06/1958,Brasil,França,5,2,
19/06/1958,Brasil,País de Gales,1,0,
11/06/1958,Brasil,Inglaterra,0,0,
11/06/1958,México,País de Gales,1,1,
08/06/1958,Argentina,Alemanha,1,3,
26/05/1958,Suíça,Bélgica,0,2,
25/05/1958,Dinamarca,Polônia,3,2,
07/05/1958,Inglaterra,Portugal,2,1,
30/04/1958,Argentina,Uruguai,2,0,
16/04/1958,França,Suíça,0,0,
13/04/1958,Bélgica,Holanda,2,7,
13/04/1958,Espanha,Portugal,1,0,
06/04/1958,Uruguai,Argentina,1,0,
19/03/1958,Alemanha,Espanha,2,0,
13/03/1958,França,Espanha,2,2,
02/03/1958,Bélgica,Alemanha,0,2,
27/11/1957,Inglaterra,França,4,0,
24/11/1957,Suíça,Espanha,1,4,
17/11/1957,Holanda,Bélgica,5,2,
27/10/1957,Bélgica,França,0,0,
27/10/1957,Costa Rica,México,1,1,
20/10/1957,México,Costa Rica,2,0,
19/10/1957,País de Gales,Inglaterra,0,4,
10/07/1957,Brasil,Argentina,2,0,
07/07/1957,Brasil,Argentina,1,2,
06/07/1957,Estados Unidos,Canadá,2,3,
03/07/1957,México,Canadá,2,0,
30/06/1957,México,Canadá,3,0,
22/06/1957,Canadá,Estados Unidos,5,1,
16/06/1957,Brasil,Portugal,3,0,
11/06/1957,Brasil,Portugal,2,1,
05/06/1957,Argentina,Uruguai,1,1,
23/05/1957,Uruguai,Argentina,0,0,
15/05/1957,Dinamarca,Inglaterra,1,4,
28/04/1957,Holanda,Bélgica,1,1,
28/04/1957,Estados Unidos,México,2,7,
07/04/1957,México,Estados Unidos,6,0,
03/04/1957,Argentina,Brasil,3,0,
03/04/1957,Holanda,Alemanha,1,2,
31/03/1957,Bélgica,Espanha,0,5,
28/03/1957,Brasil,Uruguai,2,3,
21/03/1957,Brasil,Equador,7,1,
20/03/1957,Argentina,Uruguai,4,0,
17/03/1957,Argentina,Equador,3,0,
10/03/1957,Espanha,Suíça,2,2,
07/03/1957,Equador,Uruguai,2,5,
30/01/1957,Espanha,Holanda,5,1,
23/12/1956,Alemanha,Bélgica,4,1,
05/12/1956,Inglaterra,Dinamarca,5,2,
21/11/1956,Alemanha,Suíça,1,3,
14/11/1956,Argentina,Uruguai,2,2,
14/11/1956,Inglaterra,País de Gales,3,1,
11/11/1956,França,Bélgica,6,3,
04/11/1956,Dinamarca,Holanda,2,2,
31/10/1956,Coreia do Sul,Estados Unidos,1,0,
14/10/1956,Bélgica,Holanda,2,3,
10/10/1956,Uruguai,Argentina,1,2,
15/09/1956,Suíça,Holanda,2,3,
08/07/1956,Argentina,Brasil,0,0,
01/07/1956,Uruguai,Argentina,1,2,
24/06/1956,Brasil,Uruguai,2,0,
03/06/1956,Portugal,Espanha,3,1,
26/05/1956,Alemanha,Inglaterra,1,3,
09/05/1956,Inglaterra,Brasil,4,2,
11/04/1956,Suíça,Brasil,1,1,
08/04/1956,Bélgica,Holanda,0,1,
08/04/1956,Portugal,Brasil,0,1,
18/03/1956,Argentina,Brasil,2,2,
14/03/1956,Alemanha,Holanda,1,2,
13/03/1956,Brasil,Costa Rica,7,1,
13/03/1956,México,Argentina,0,0,
11/03/1956,Bélgica,Suíça,1,3,
08/03/1956,México,Brasil,1,2,
06/03/1956,Argentina,Costa Rica,4,3,
26/02/1956,México,Costa Rica,1,1,
15/02/1956,Uruguai,Argentina,1,0,
10/02/1956,Uruguai,Brasil,0,0,
05/02/1956,Argentina,Brasil,0,1,
25/12/1955,Bélgica,França,2,1,
30/11/1955,Inglaterra,Espanha,4,1,
22/10/1955,País de Gales,Inglaterra,2,1,
16/10/1955,Holanda,Bélgica,2,2,
09/10/1955,Suíça,França,1,2,
02/10/1955,Dinamarca,Inglaterra,1,5,
19/06/1955,Suíça,Espanha,0,3,
22/05/1955,Portugal,Inglaterra,3,1,
19/05/1955,Holanda,Suíça,4,1,
18/05/1955,Espanha,Inglaterra,1,1,
15/05/1955,França,Inglaterra,1,0,
03/04/1955,Holanda,Bélgica,1,0,
27/03/1955,Argentina,Uruguai,6,1,
23/03/1955,Equador,Uruguai,1,5,
17/03/1955,Espanha,França,1,2,
13/03/1955,Holanda,Dinamarca,1,1,
09/03/1955,Argentina,Equador,4,0,
19/12/1954,Portugal,Alemanha,0,3,
01/12/1954,Inglaterra,Alemanha,3,1,
28/11/1954,Portugal,Argentina,1,3,
11/11/1954,França,Bélgica,2,2,
10/11/1954,Inglaterra,País de Gales,3,2,
24/10/1954,Bélgica,Holanda,4,3,
16/10/1954,Alemanha,França,1,3,
26/09/1954,Bélgica,Alemanha,2,0,
19/09/1954,Dinamarca,Suíça,1,1,
26/06/1954,Inglaterra,Uruguai,2,4,
20/06/1954,Suíça,Inglaterra,0,2,
19/06/1954,França,México,3,2,
17/06/1954,Bélgica,Inglaterra,4,4,
16/06/1954,Brasil,México,5,0,
30/05/1954,Bélgica,França,3,3,
30/05/1954,Suíça,Holanda,3,1,
23/05/1954,Suíça,Uruguai,3,3,
25/04/1954,Suíça,Alemanha,3,5,
04/04/1954,Bélgica,Holanda,4,0,
14/03/1954,Bélgica,Portugal,0,0,
14/03/1954,Japão,Coreia do Sul,2,2,
07/03/1954,Japão,Coreia do Sul,1,5,
14/01/1954,México,Estados Unidos,3,1,
10/01/1954,México,Estados Unidos,4,0,
22/11/1953,Suíça,Bélgica,2,2,
11/11/1953,França,Suíça,2,4,
25/10/1953,Holanda,Bélgica,1,0,
10/10/1953,País de Gales,Inglaterra,1,4,
05/07/1953,Argentina,Espanha,1,0,
27/06/1953,Suíça,Dinamarca,1,4,
08/06/1953,Estados Unidos,Inglaterra,3,6,
31/05/1953,Uruguai,Inglaterra,2,1,
17/05/1953,Argentina,Inglaterra,0,0,
14/05/1953,Argentina,Inglaterra,3,1,
14/05/1953,França,País de Gales,6,1,
19/04/1953,Holanda,Bélgica,0,2,
23/03/1953,Equador,Uruguai,0,6,
22/03/1953,Holanda,Suíça,1,2,
19/03/1953,Espanha,Bélgica,3,1,
15/03/1953,Brasil,Uruguai,1,0,
12/03/1953,Brasil,Equador,2,0,
07/03/1953,Holanda,Dinamarca,1,2,
28/12/1952,Espanha,Alemanha,2,2,
25/12/1952,França,Bélgica,0,1,
14/12/1952,Portugal,Argentina,1,3,
07/12/1952,Espanha,Argentina,0,1,
26/11/1952,Inglaterra,Bélgica,5,0,
12/11/1952,Inglaterra,País de Gales,5,2,
09/11/1952,Alemanha,Suíça,5,1,
19/10/1952,Bélgica,Holanda,2,1,
05/10/1952,França,Alemanha,3,1,
21/09/1952,Dinamarca,Holanda,3,2,
28/05/1952,Suíça,Inglaterra,0,3,
22/05/1952,Bélgica,França,1,2,
20/04/1952,França,Portugal,3,0,
16/04/1952,Brasil,Uruguai,4,2,
06/04/1952,Bélgica,Holanda,4,2,
06/04/1952,Brasil,México,2,0,
23/03/1952,México,Uruguai,1,3,
25/11/1951,Holanda,Bélgica,6,7,
20/10/1951,País de Gales,Inglaterra,1,1,
14/10/1951,Suíça,França,1,2,
03/10/1951,Inglaterra,França,2,2,
17/06/1951,Portugal,Bélgica,1,1,
10/06/1951,Bélgica,Espanha,3,3,
19/05/1951,Inglaterra,Portugal,5,2,
16/05/1951,País de Gales,Suíça,3,2,
12/05/1951,País de Gales,Portugal,2,1,
09/05/1951,Inglaterra,Argentina,2,1,
15/04/1951,Holanda,Bélgica,5,4,
15/04/1951,Suíça,Alemanha,2,3,
18/02/1951,Espanha,Suíça,6,3,
10/12/1950,França,Holanda,5,2,
22/11/1950,Alemanha,Suíça,1,0,
15/11/1950,Inglaterra,País de Gales,4,2,
12/11/1950,Bélgica,Holanda,7,2,
01/11/1950,França,Bélgica,3,3,
15/10/1950,Suíça,Holanda,7,5,
16/07/1950,Brasil,Uruguai,1,2,
13/07/1950,Brasil,Espanha,6,1,
09/07/1950,Espanha,Uruguai,2,2,
02/07/1950,Inglaterra,Espanha,0,1,
02/07/1950,México,Suíça,1,2,
29/06/1950,Inglaterra,Estados Unidos,0,1,
28/06/1950,Brasil,Suíça,2,2,
25/06/1950,Espanha,Estados Unidos,3,1,
24/06/1950,Brasil,México,4,0,
04/06/1950,Bélgica,França,4,1,
18/05/1950,Bélgica,Inglaterra,1,4,
14/05/1950,Brasil,Uruguai,3,2,
14/05/1950,Portugal,Inglaterra,3,5,
06/05/1950,Brasil,Uruguai,3,4,
16/04/1950,Bélgica,Holanda,2,0,
09/04/1950,Portugal,Espanha,2,2,
02/04/1950,Espanha,Portugal,5,1,
26/02/1950,Croácia,Sérvia,4,1,
11/12/1949,Holanda,Dinamarca,0,1,
23/11/1949,País de Gales,Bélgica,5,1,
06/11/1949,Holanda,Bélgica,0,1,
15/10/1949,País de Gales,Inglaterra,1,4,
02/10/1949,Bélgica,Suíça,3,0,
18/09/1949,México,Estados Unidos,6,2,
04/09/1949,México,Estados Unidos,6,0,
19/06/1949,França,Espanha,1,5,
19/06/1949,Polônia,Dinamarca,1,2,
12/06/1949,Dinamarca,Holanda,1,2,
04/06/1949,França,Suíça,4,2,
26/05/1949,Suíça,País de Gales,4,0,
22/05/1949,Bélgica,País de Gales,3,1,
22/05/1949,França,Inglaterra,1,3,
15/05/1949,Portugal,País de Gales,3,2,
30/04/1949,Brasil,Uruguai,5,1,
23/04/1949,Holanda,França,4,1,
13/04/1949,Equador,Uruguai,2,3,
03/04/1949,Brasil,Equador,9,1,
20/03/1949,Portugal,Espanha,1,1,
13/03/1949,Holanda,Bélgica,3,3,
02/01/1949,Espanha,Bélgica,1,1,
02/12/1948,Inglaterra,Suíça,6,0,
21/11/1948,Bélgica,Holanda,1,1,
10/11/1948,Inglaterra,País de Gales,1,0,
17/10/1948,França,Bélgica,3,3,
26/09/1948,Dinamarca,Inglaterra,0,0,
26/06/1948,Dinamarca,Polônia,8,0,
20/06/1948,Suíça,Espanha,3,3,
06/06/1948,Bélgica,França,4,2,
18/04/1948,Holanda,Bélgica,2,2,
11/04/1948,Uruguai,Brasil,4,2,
04/04/1948,Uruguai,Brasil,1,1,
21/03/1948,Espanha,Portugal,2,0,
14/03/1948,Bélgica,Holanda,1,1,
28/12/1947,Argentina,Uruguai,3,1,
25/12/1947,Equador,Argentina,0,2,
16/12/1947,Equador,Uruguai,1,6,
23/11/1947,Portugal,França,2,4,
02/11/1947,Suíça,Bélgica,4,0,
18/10/1947,País de Gales,Inglaterra,0,3,
21/09/1947,Bélgica,Inglaterra,2,5,
21/09/1947,Holanda,Suíça,6,2,
13/07/1947,México,Estados Unidos,5,0,
08/06/1947,Suíça,França,1,2,
01/06/1947,França,Bélgica,4,2,
26/05/1947,França,Holanda,4,0,
25/05/1947,Portugal,Inglaterra,0,10,
18/05/1947,Suíça,Inglaterra,1,0,
04/05/1947,Bélgica,Holanda,1,2,
03/05/1947,Inglaterra,França,3,0,
07/04/1947,Holanda,Bélgica,2,1,
01/04/1947,Brasil,Uruguai,3,2,
29/03/1947,Uruguai,Brasil,0,0,
23/03/1947,França,Portugal,1,0,
26/01/1947,Portugal,Espanha,4,1,
05/01/1947,Portugal,Suíça,2,2,
27/11/1946,Inglaterra,Holanda,8,2,
13/11/1946,Inglaterra,País de Gales,3,0,
30/05/1946,Bélgica,Holanda,2,2,
19/05/1946,França,Inglaterra,2,1,
12/05/1946,Holanda,Bélgica,6,3,
11/05/1946,Inglaterra,Suíça,4,1,
14/04/1946,Portugal,França,2,1,
10/02/1946,Argentina,Brasil,2,0,
02/02/1946,Argentina,Uruguai,3,1,
23/01/1946,Brasil,Uruguai,4,3,
19/01/1946,Inglaterra,Bélgica,2,0,
05/01/1946,Uruguai,Brasil,4,3,
23/12/1945,Brasil,Argentina,3,1,
20/12/1945,Brasil,Argentina,6,2,
16/12/1945,Brasil,Argentina,3,4,
15/12/1945,Bélgica,França,2,1,
20/10/1945,Inglaterra,País de Gales,0,1,
15/08/1945,Argentina,Uruguai,6,2,
21/07/1945,Suíça,Inglaterra,3,1,
18/07/1945,Uruguai,Argentina,2,2,
26/05/1945,Inglaterra,França,2,2,
21/05/1945,Suíça,Portugal,1,0,
06/05/1945,Espanha,Portugal,4,2,
08/04/1945,Suíça,França,1,0,
11/03/1945,Portugal,Espanha,2,2,
25/02/1945,Argentina,Uruguai,1,0,
21/02/1945,Brasil,Equador,9,2,
15/02/1945,Argentina,Brasil,3,1,
07/02/1945,Brasil,Uruguai,3,0,
31/01/1945,Argentina,Equador,4,2,
24/01/1945,Equador,Uruguai,1,5,
24/12/1944,França,Bélgica,3,1,
17/05/1944,Brasil,Uruguai,4,0,
14/05/1944,Brasil,Uruguai,6,1,
04/04/1943,Suíça,Croácia,1,0,
04/04/1943,Uruguai,Argentina,0,1,
28/03/1943,Argentina,Uruguai,3,3,
01/11/1942,Alemanha,Croácia,5,1,
18/10/1942,Suíça,Alemanha,3,5,
25/08/1942,Uruguai,Argentina,1,1,
25/05/1942,Argentina,Uruguai,4,1,
12/04/1942,Alemanha,Espanha,1,1,
15/03/1942,Espanha,França,4,0,
08/03/1942,França,Suíça,0,2,
07/02/1942,Uruguai,Argentina,1,0,
01/02/1942,Alemanha,Suíça,1,2,
31/01/1942,Brasil,Equador,5,1,
24/01/1942,Uruguai,Brasil,1,0,
